Symbol,Count,Probability,Information
"('is-at', '172.17.1.113')",1,0.000536480686695279,10.86418614465428
"('who-has', '10.2.200.69')",2,0.001072961373390558,9.86418614465428
"('is-at', '172.17.4.248')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.6.47')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.59.53')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.58.35')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.0.76')",1,0.000536480686695279,10.86418614465428
"('who-has', '10.2.201.44')",2,0.001072961373390558,9.86418614465428
"('is-at', '172.17.57.85')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.6.19')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.0.144')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.11.24')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.4.241')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.0.207')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.58.32')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.16.205')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.58.208')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.26.205')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.58.143')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.53.118')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.46.101')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.4.252')",4,0.002145922746781116,8.86418614465428
"('is-at', '172.17.5.139')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.0.200')",4,0.002145922746781116,8.86418614465428
"('is-at', '172.17.3.232')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.3.150')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.2.1')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.0.78')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.59.132')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.58.201')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.0.205')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.0.231')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.2.121')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.54.171')",1,0.000536480686695279,10.86418614465428
"('is-at', '172.17.13.12')",1,0.000536480686695279,10.86418614465428
